rownumber,animalgender,breedname,borough,zipcode
105719,M,Yorkshire Terrier,Brooklyn,11228
105720,F,Not Listed,Bronx,10461
105721,M,Not Listed,Manhattan,10022
105722,M,Pug,Brooklyn,11216
105723,F,Not Listed,Brooklyn,11209
105724,F,Labrador Retriever,Staten Island,10308
105725,F,Yorkshire Terrier,Bronx,10467
105726,F,Morkie,Manhattan,10027
105727,F,Terrier Crossbreed,Queens,11104
105728,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11211
105729,M,Poodle,Manhattan,10016
105730,M,Poodle,Manhattan,10022
105731,M,Jack Russell Terrier,Bronx,10469
105732,M,West Highland White Terrier,Queens,11414
105733,M,Maltese,Manhattan,10031
105734,M,Not Listed,Queens,11429
105735,F,Long Haired Miniature Dachshund,Manhattan,10024
105736,F,Anatolian Shepherd Dog,Brooklyn,11237
105737,M,Not Listed,Manhattan,10009
105738,M,Not Listed,Brooklyn,11214
105739,M,Miniature Schnauzer,Queens,11358
105740,F,Shiba Inu,Brooklyn,11217
105741,F,Labrador Retriever Crossbreed,Queens,11355
105742,F,Bernese Mountain Dog,Manhattan,10024
105743,M,Not Listed,Queens,11428
105744,F,Not Listed,Brooklyn,11234
105745,F,Not Listed,Manhattan,10012
105746,F,Beagle,Queens,11385
105747,F,Not Listed,Brooklyn,11238
105748,F,Rottweiler,Brooklyn,11231
105749,F,Siberian Husky,Brooklyn,11222
105750,F,Pembroke Welsh Corgi,Brooklyn,11230
105751,F,Maltese,Queens,11368
105752,M,Beagle,Bronx,10456
105753,M,Miniature Poodle,Manhattan,10031
105754,F,Miniature Schnauzer,Manhattan,10025
105755,M,Maltipoo,Queens,11355
105756,M,Poodle Crossbreed,Manhattan,10026
105757,M,Boston Terrier,Brooklyn,11201
105758,F,German Shepherd Crossbreed,Queens,11421
105759,F,Not Listed,Bronx,10463
105760,F,Not Listed,Bronx,10470
105761,M,Terrier Crossbreed,Manhattan,10009
105762,M,Shih Tzu Crossbreed,Manhattan,10028
105763,M,Labrador Retriever,Queens,11412
105764,F,Shih Tzu,Manhattan,10001
105765,F,Not Listed,Brooklyn,11235
105766,F,Labrador Retriever,Queens,11414
105767,F,Beagle,Brooklyn,11220
105768,M,Silky Terrier,Queens,11361
105769,M,Cane Corso,Staten Island,10305
105770,F,Maltese,Staten Island,10305
105771,F,Chihuahua,Manhattan,10012
105772,M,Not Listed,Staten Island,10314
105773,F,Cocker Spaniel,Manhattan,10010
105774,M,Labrador Retriever Crossbreed,Manhattan,10034
105775,F,Havanese,Manhattan,10021
105776,F,Shiba Inu,Manhattan,10009
105777,M,Shih Tzu Crossbreed,Manhattan,10029
105778,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10019
105779,M,Lhasa Apso,Staten Island,10301
105780,M,Labrador Retriever Crossbreed,Brooklyn,11222
105781,M,Terrier Crossbreed,Manhattan,10044
105782,M,Not Listed,Brooklyn,11210
105783,M,Not Listed,Manhattan,10075
105784,M,Not Listed,Staten Island,10310
105785,F,Labrador Retriever Crossbreed,Queens,11379
105786,F,Not Listed,Manhattan,10010
105787,M,Maltese,Brooklyn,11212
105788,F,Siberian Husky,Brooklyn,11209
105789,F,Miniature Schnauzer,Queens,11357
105790,F,Poodle,Queens,11414
105791,M,Shetland Sheepdog,Manhattan,10033
105792,M,Maltese Crossbreed,Brooklyn,11223
105793,M,Not Listed,Brooklyn,11229
105794,M,Labrador Retriever Crossbreed,Queens,11428
105795,M,English Bulldog,Bronx,10473
105796,M,Golden Retriever,Staten Island,10314
105797,F,Labrador Retriever Crossbreed,Brooklyn,11234
105798,M,Labrador Retriever,Manhattan,10128
105799,M,Not Listed,Bronx,10461
105800,M,Havanese,Queens,11417
105801,M,Bichon Frise,Brooklyn,11226
105802,M,Yorkshire Terrier,Bronx,10467
105803,M,Not Listed,Brooklyn,11234
105863,F,Miniature Schnauzer,Queens,11426
105804,F,Cavalier King Charles Spaniel,Queens,11105
105805,M,Labradoodle,Brooklyn,11201
105806,M,Wire Fox Terrier,Manhattan,10013
105807,F,Yorkshire Terrier Crossbreed,Bronx,10473
105808,M,Labrador Retriever,Manhattan,10010
105809,M,French Bulldog,Brooklyn,11230
105810,M,Not Listed,Manhattan,10019
105811,F,Shih Tzu,Bronx,10473
105812,M,Chihuahua Crossbreed,Brooklyn,11238
105813,M,Rottweiler,Staten Island,10304
105814,F,Not Listed,Brooklyn,11231
105815,M,German Shepherd Dog,Bronx,10467
105816,M,Rottweiler,Bronx,10461
105817,M,Dachshund,Brooklyn,11201
105818,M,Not Listed,Brooklyn,11216
105819,M,Yorkshire Terrier,Manhattan,10065
105820,M,Beagle,Queens,11423
105821,F,Beagle,Manhattan,10038
105822,F,Miniature American Shepherd,Manhattan,10022
105823,F,Not Listed,Manhattan,10025
105824,M,Not Listed,Queens,11362
105825,F,Yorkshire Terrier,Staten Island,10309
105826,M,Chihuahua Crossbreed,Brooklyn,11218
105827,F,American Pit Bull Mix / Pit Bull Mix,Queens,11412
105828,M,Chihuahua,Manhattan,10023
105829,F,Miniature Schnauzer,Staten Island,10312
105830,F,Shih Tzu Crossbreed,Bronx,10473
105831,F,Cavalier King Charles Spaniel,Staten Island,10314
105832,F,Not Listed,Brooklyn,11203
105864,M,Chihuahua,Manhattan,10023
105833,F,Miniature Schnauzer,Manhattan,10024
105834,M,Havanese,Brooklyn,11211
105835,M,Yorkshire Terrier,Bronx,10462
105836,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10029
105837,M,Labrador Retriever,Manhattan,10024
105838,M,Labrador Retriever Crossbreed,Queens,11434
105839,F,Not Listed,Queens,11355
105840,M,English Bulldog,Manhattan,10029
105841,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11216
105842,F,Not Listed,Manhattan,10128
105843,M,Beagle,Bronx,10462
105844,F,Yorkshire Terrier,Bronx,10465
105845,F,Shetland Sheepdog,Bronx,10461
105846,F,Shih Tzu,Queens,11354
105847,F,Puggle,Brooklyn,11229
105848,F,German Shepherd Crossbreed,Queens,11414
105849,M,Golden Retriever,Bronx,10461
105850,M,Rottweiler,Queens,11357
105851,F,Beagle,Queens,11368
105852,M,French Bulldog,Manhattan,10012
105853,F,Miniature Poodle,Queens,11106
105854,F,German Shepherd Dog,Queens,11366
105855,M,Yorkshire Terrier,Bronx,10466
105856,M,Shih Tzu,Manhattan,10038
105857,F,Havanese,Manhattan,10016
105858,M,Doberman Pinscher,Manhattan,10025
105859,F,Boxer,Brooklyn,11201
105860,F,Cocker Spaniel,Queens,11372
105861,F,Maltese,Queens,11368
105862,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11216
105865,M,English Bulldog,Brooklyn,11221
105866,F,Not Listed,Brooklyn,11203
105867,M,Newfoundland,Bronx,10465
105868,M,Pomeranian Crossbreed,Manhattan,10022
105869,F,Shih Tzu,Brooklyn,11221
105870,M,American Pit Bull Terrier/Pit Bull,Manhattan,10029
105871,M,American Pit Bull Mix / Pit Bull Mix,Queens,11434
105872,F,Chihuahua,Manhattan,10016
105873,F,Chihuahua,Manhattan,10019
105874,M,Siberian Husky,Bronx,10465
105875,F,Shih Tzu,Manhattan,10032
105876,M,Labrador Retriever,Brooklyn,11217
105877,M,Shih Tzu,Brooklyn,11224
105878,F,Not Listed,Brooklyn,11201
105879,M,Yorkshire Terrier,Brooklyn,11214
105880,M,Shih Tzu,Manhattan,10027
105881,F,German Shepherd Dog,Staten Island,10314
105882,F,Chihuahua Crossbreed,Brooklyn,11204
105883,M,Miniature Crossbreed Schnauzer,Staten Island,10314
105884,F,Not Listed,Queens,11426
105885,M,Poodle Crossbreed,Brooklyn,11220
105886,M,Manchester Terrier,Brooklyn,11215
105887,M,Papillon,Manhattan,10007
105888,M,German Shepherd Dog,Bronx,10473
105889,F,German Shepherd Dog,Staten Island,10306
105890,M,Chihuahua,Bronx,10466
105891,F,Not Listed,Staten Island,10308
105892,M,Goldendoodle,Manhattan,10028
105893,F,English Bulldog,Bronx,10461
105894,M,Yorkshire Terrier Crossbreed,Brooklyn,11236
105895,F,Yorkshire Terrier,Queens,11694
105896,M,Labrador Retriever,Manhattan,10010
105897,M,Maltese,Queens,11356
105898,F,Shih Tzu,Brooklyn,11237
105899,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11230
105900,M,Poodle,Queens,11101
105901,F,Maltese,Queens,11361
105902,M,Cane Corso,Brooklyn,11238
105903,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11234
105904,M,Chihuahua,Queens,11357
105905,M,Not Listed,Staten Island,10306
105906,M,Maltese Crossbreed,Brooklyn,11223
105907,M,Not Listed,Queens,11427
105908,F,Siberian Husky,Bronx,10472
105909,M,Beagle,Brooklyn,11234
105910,M,Terrier Crossbreed,Manhattan,10029
105911,M,Miniature Pinscher,Staten Island,10309
105912,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11234
105913,F,Lhasa Apso,Queens,11379
105914,F,Not Listed,Queens,11362
105915,M,Cavalier King Charles Spaniel,Queens,11419
105916,M,German Shepherd Dog,Brooklyn,11203
105917,F,Labrador Retriever,Brooklyn,11215
105918,M,English Bulldog,Manhattan,10011
105919,F,Bernese Mountain Dog,Manhattan,10022
105920,M,Long Haired Miniature Dachshund,Manhattan,10023
105921,F,American Pit Bull Terrier/Pit Bull,Staten Island,10306
105922,M,Yorkshire Terrier,Staten Island,10302
105923,F,Miniature Schnauzer,Manhattan,10022
105924,M,Not Listed,Manhattan,10023
105925,M,Toy Poodle,Manhattan,10014
105926,M,Not Listed,Staten Island,10312
105927,F,Golden Retriever,Queens,11412
105928,M,Pomeranian,Manhattan,10002
105929,F,Chihuahua,Manhattan,10023
105930,M,Poodle Crossbreed,Manhattan,10003
105931,M,Boxer Crossbreed,Brooklyn,11221
105932,F,Treeing Walker Coonhound,Staten Island,10301
105933,M,English Bulldog,Bronx,10456
105934,F,Labrador Retriever,Queens,11378
105935,M,Not Listed,Brooklyn,11235
105936,F,Goldendoodle,Staten Island,10312
105937,F,American Bulldog,Brooklyn,11238
105938,F,Poodle,Manhattan,10003
105939,F,American Pit Bull Mix / Pit Bull Mix,Queens,11379
105940,M,English Bulldog,Brooklyn,11217
105941,M,Dachshund Smooth Coat,Bronx,10462
105942,M,Long Haired Dachshund,Manhattan,10128
105943,F,Miniature Schnauzer,Manhattan,10025
105944,M,Shih Tzu Crossbreed,Brooklyn,11249
105945,F,Bichon Frise,Bronx,10465
105946,M,Pembroke Welsh Corgi,Manhattan,10010
105947,F,American Staffordshire Terrier ,Brooklyn,11224
105948,F,Goldendoodle,Staten Island,10312
105949,F,Not Listed,Queens,11423
105950,M,Wheaton Terrier,Manhattan,10021
105951,M,Shih Tzu,Brooklyn,11234
105952,M,Labrador Retriever Crossbreed,Brooklyn,11201
105953,F,Lhasa Apso,Bronx,10471
105954,M,Pomeranian,Bronx,10454
105955,M,American Pit Bull Terrier/Pit Bull,Queens,11385
105956,M,Miniature Schnauzer,Manhattan,10029
105957,M,Shih Tzu Crossbreed,Brooklyn,11220
105958,F,Dachshund Crossbreed,Manhattan,10065
105959,M,Coton de Tulear,Manhattan,10128
105960,M,Maltese,Kew Gardens,11415
105961,M,Not Listed,Manhattan,10010
105962,F,German Shepherd Dog,Staten Island,10304
105963,M,Labradoodle,Manhattan,10128
105964,M,French Bulldog,Brooklyn,11206
105965,M,Shih Tzu,Bronx,10451
105966,F,Poodle Crossbreed,Queens,11374
105967,F,Cavalier King Charles Spaniel,Manhattan,10024
105968,F,Toy Poodle,Brooklyn,11201
105969,M,Staffordshire Bull Terrier,Staten Island,10314
105970,M,Pomeranian,Bronx,10469
105971,M,German Shepherd Dog,Manhattan,10128
105972,M,Labrador Retriever,Staten Island,10301
105973,M,West Highland White Terrier,Manhattan,10019
105974,M,Pomeranian,Brooklyn,11209
105975,M,Pomeranian,Brooklyn,11220
105976,M,Poodle,Staten Island,10301
105977,M,West Highland White Terrier,Bronx,10459
105978,F,Maltese,Queens,11356
105979,F,Lhasa Apso,Queens,11379
105980,F,Chihuahua,Bronx,10466
105981,F,Italian Greyhound,Manhattan,10003
105982,M,Chihuahua,Staten Island,10312
105983,F,French Bulldog,Brooklyn,11229
105984,F,Not Listed,Manhattan,10003
105985,M,Basset Hound,Queens,11104
105986,F,Boxer Crossbreed,Bronx,10452
105987,F,Maltese,Kew Gardens,11415
105988,F,Jack Russell Terrier,Brooklyn,11229
105989,F,Chihuahua,Manhattan,10023
105990,M,Labrador Retriever Crossbreed,Brooklyn,11237
105991,F,Miniature Schnauzer,Bronx,10456
105992,M,Cocker Spaniel,Manhattan,10011
105993,M,Chihuahua Crossbreed,Bronx,10452
105994,M,Not Listed,Queens,11422
105995,M,Shih Tzu,Queens,11435
105996,M,Chihuahua,Manhattan,10035
105997,F,Toy Poodle,Manhattan,10021
105998,M,French Bulldog,Brooklyn,11229
105999,F,Cocker Spaniel,Manhattan,10128
106000,M,Toy Poodle,Brooklyn,11234
106001,F,Pomeranian,Manhattan,10009
106002,F,Pug,Queens,11419
106003,M,Labrador Retriever Crossbreed,Manhattan,10028
106004,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11214
106005,M,German Shepherd Dog,Queens,11355
106006,M,Siberian Husky,Bronx,10472
106007,F,Cavalier King Charles Spaniel,Staten Island,10314
106008,M,Pekingese,Manhattan,10024
106009,M,German Shepherd Dog,Manhattan,10024
106010,M,Shih Tzu,Manhattan,10029
106011,M,Shiba Inu,Queens,11103
106012,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10452
106013,M,Not Listed,Brooklyn,11225
106014,M,French Bulldog,Queens,11415
106015,M,English Cocker Spaniel,Manhattan,10021
106016,F,Bichon Frise,Manhattan,10040
106017,F,Jack Russell Terrier,Brooklyn,11211
106018,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10009
106019,M,Australian Shepherd,Manhattan,10025
106020,M,Chihuahua,Bronx,10472
106021,M,Poodle,Queens,11372
106022,M,Yorkshire Terrier,Queens,11374
106023,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10470
106024,M,Chihuahua,Manhattan,10034
106025,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10039
106026,M,Shih Tzu,Manhattan,10026
106027,F,Not Listed,Manhattan,10026
106028,M,Yorkshire Terrier,Manhattan,10034
106029,M,Doberman Pinscher,Brooklyn,11234
106030,M,Treeing Walker Coonhound,Manhattan,10128
106031,M,Dachshund,Brooklyn,11206
106032,M,Siberian Husky,Queens,11385
106033,M,Shih Tzu,Brooklyn,11207
106034,F,Labrador Retriever,Bronx,10453
106035,F,Chihuahua Crossbreed,Staten Island,10312
106036,M,Yorkshire Terrier,Manhattan,10038
106037,M,Cavalier King Charles Spaniel,Manhattan,10014
106038,F,Shih Tzu,Brooklyn,11235
